"outcome","model","term","estimate","std.error","z","p.value","OR","OR_lo","OR_hi","p_fdr_BH","p_holm"
"active_response","logit_HC3","fear_z",0.0473311201332339,0.165607745259276,0.285802575592899,0.775029335339951,1.04846912084362,0.757857382654108,1.45052027270984,0.876246439187825,1
"active_response","logit_HC3","cjs_distrust_z",-0.112493465821649,0.156049125683348,-0.720884947794697,0.470980304588247,0.893603186052032,0.658132005075611,1.21332293212302,0.716708361120034,1
"active_response","logit_HC3","gender_awareness_z",0.0696581837833112,0.122923285544131,0.566680132856548,0.570931521093847,1.07214164321322,0.84259281564726,1.36422680298899,0.746602758353492,1
"active_response","logit_HC3","gender_hierarchy_z",0.176058941213015,0.108267856282954,1.62614230351889,0.103919386569438,1.19250834446764,0.964499411206473,1.47441889036106,0.407307347923682,1
"active_response","logit_HC3","stedu",0.91541491524594,0.20997241942352,4.35969122877763,1.30246092376187e-05,2.49781141696806,1.65511248481641,3.76956970113609,0.000221418357039517,0.000429812104841416
"active_response","logit_HC3","support_awareness_z",-0.135885147708468,0.130718865921238,-1.03952208237748,0.298561993507272,0.872942886222283,0.675640516362052,1.12786202744204,0.716708361120034,1
"active_response","logit_HC3","seoul_policy_awareness_z",0.189679021665618,0.124064119276211,1.52887896010711,0.126294453025284,1.20886151702161,0.947918593627021,1.54163677889707,0.407307347923682,1
"active_response","logit_HC3","dig",-0.00361226744573347,0.082865766652346,-0.043591794195163,0.9652297927652,0.996394248943641,0.847021526139685,1.17210893547496,0.9652297927652,1
"active_response","logit_HC3","offcnt",0.044231163139023,0.0663264503449712,0.666870651285751,0.504854758996329,1.04522394421202,0.917806514094192,1.19033050733176,0.716708361120034,1
"active_response","logit_HC3","freq_ord_z",0.480369729432211,0.132052021430062,3.63773098079097,0.000275050491776315,1.61667202293621,1.24800686087646,2.09424203638523,0.00311723890679823,0.00880161573684207
"active_response","logit_HC3","threat",-0.188662588785808,0.265745244285139,-0.709937780046885,0.477742720904975,0.828065858270576,0.491878636064499,1.39402896437948,0.716708361120034,1
"active_response","logit_HC3","intimate",0.972942294251821,0.277910677654134,3.50091728200048,0.000463659733272756,2.64571749784912,1.53455028788062,4.56148041136696,0.00394110773281843,0.0143734517314554
"active_response","logit_HC3","known_nonint",0.876101918178848,0.302842429277292,2.89292989846103,0.00381666471490039,2.40152011518298,1.32648257282238,4.34781351959815,0.0259533200613227,0.114499941447012
"active_response","logit_HC3","gendered_case",-0.0723085295804144,0.218978846077418,-0.330207830005874,0.741242930871148,0.930243843788656,0.605617265276367,1.42887869702955,0.876246439187825,1
"active_response","logit_HC3","severe_coharm",0.953469414690925,0.212498418871676,4.48694827826793,7.22506054364011e-06,2.59469613829137,1.71081953117197,3.93521813808858,0.000221418357039517,0.000245652058483764
"active_response","logit_HC3","region2",0.0519563579744637,0.423233445448741,0.12276052030665,0.902296737958284,1.05332977206544,0.459516148070107,2.41450406776599,0.929639063350959,1
"active_response","logit_HC3","region3",-0.3321561317591,0.480749264269392,-0.690913447915281,0.489619934534042,0.717375309041278,0.279591773980156,1.8406383231382,0.716708361120034,1
"active_response","logit_HC3","region4",-0.387475200277875,0.422816150416045,-0.916415325896622,0.359449099980543,0.678768467312063,0.296355700541176,1.55464069486712,0.716708361120034,1
"active_response","logit_HC3","region5",-0.137282760818849,0.429746237982592,-0.319450756482039,0.74938472724306,0.871723701972285,0.375466739875817,2.02388689030511,0.876246439187825,1
